date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-08-27 05:40:02,NPP_GH,,0,18,57,"NPP’s infrastructure record has seen 4 drone delivery centres completed and the delivery essential medical supplies. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298857785686458369,https://twitter.com/NPP_GH/status/1298857785686458369
2020-08-27 05:35:01,NPP_GH,,11,35,237,"NPP’s infrastructure record has seen 1 district hospital currently under construction in over 88 districts. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298856525797175296,https://twitter.com/NPP_GH/status/1298856525797175296
2020-08-27 05:30:11,NPP_GH,,2,7,42,"NPP’s infrastructure record has seen the construction of 23 clinics completed with 42 ongoing. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298855309084110848,https://twitter.com/NPP_GH/status/1298855309084110848
2020-08-27 05:25:02,NPP_GH,,0,14,72,"NPP’s infrastructure record has seen the construction of 243 CHPS Compounds completed with 186 ongoing. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298854011123236873,https://twitter.com/NPP_GH/status/1298854011123236873
2020-08-27 05:20:02,NPP_GH,,2,11,55,"The NPP’s investment in health infrastructure leverages technology to digitally transform health care delivery in Ghana. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298852753482145792,https://twitter.com/NPP_GH/status/1298852753482145792
2020-08-27 05:15:02,NPP_GH,,1,9,40,"The NPP’s investment in health infrastructure focuses on efficient delivery of emergency services across the country. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298851496243716097,https://twitter.com/NPP_GH/status/1298851496243716097
2020-08-27 05:10:02,NPP_GH,,1,12,55,"The NPP’s investment in health infrastructure focuses on providing a state of the art hospital in every district to serve as referral center for the district. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298850234529873922,https://twitter.com/NPP_GH/status/1298850234529873922
2020-08-27 05:05:03,NPP_GH,,3,46,191,"The NPP’s investment in health infrastructure focuses on making it easy for every community to access healthcare without having to travel miles. #NPPInvestmentInHealth",,,#NPPInvestmentInHealth,1298848981473263616,https://twitter.com/NPP_GH/status/1298848981473263616
2020-08-26 07:30:19,NPP_GH,,10,47,178,"Mahama would rather give Ghana’s bauxite to his brother than to invest it in Free Senior High. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298523151077384192,https://twitter.com/NPP_GH/status/1298523151077384192
2020-08-26 07:25:01,NPP_GH,,16,50,199,"Mahama wants Free SHS to fail so that he can say the proverbial “I told you so” to Ghanaians about it being impossible. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298521820317077504,https://twitter.com/NPP_GH/status/1298521820317077504
