date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-12 08:34:22,OfficialNDCGh,KAgbodza,40,116,531,"President Akufo-Addo says parents/guardians cannot visit their children/ wards in boarding schools as a COVID19 prevention measure. Yet his party’s National Youth Organiser and his team are busily campaigning in those boarding schools. The government is DESPERATE! #KickNanaOuthttps://twitter.com/KAgbodza/status/1282218813669416962 …",,,#KickNanaOuthttps,1282231818629021697,https://twitter.com/OfficialNDCGh/status/1282231818629021697
2020-07-10 20:01:17,OfficialNDCGh,NJOAgyemang,8,48,483,"#RepresentationMattershttps://twitter.com/NJOAgyemang/status/1281676545174704128 …",,,#RepresentationMattershttps,1281679910495453186,https://twitter.com/OfficialNDCGh/status/1281679910495453186
2020-07-10 04:22:58,OfficialNDCGh,,22,69,590,"Professor Naana Jane Opoku-Agyemang . @NJOAgyemang will restore dignity to the office of the Vice President #ImWithHerpic.twitter.com/jomlQdAQXF",,@NJOAgyemang,#ImWithHerpic,1281443774896513024,https://twitter.com/OfficialNDCGh/status/1281443774896513024
2020-07-09 11:38:17,OfficialNDCGh,,56,94,854,"Women Can Lead #ImWithHer",,,#ImWithHer,1281190936920371200,https://twitter.com/OfficialNDCGh/status/1281190936920371200
2020-07-09 07:37:14,OfficialNDCGh,,17,76,683,"Coronavirus is real. Please #WearMask to #StopTheSpreadpic.twitter.com/oQSZqXS4Cg",,,#WearMask #StopTheSpreadpic,1281130273539792896,https://twitter.com/OfficialNDCGh/status/1281130273539792896
2020-07-09 05:31:42,OfficialNDCGh,hughes_onair,18,24,173,"It’s been nothing but lies, deception, disappointment, intolerance and attacks on media feeedoms. The Akufo-Addo government has been a terrible failure #KickNanaOuthttps://twitter.com/hughes_onair/status/1280971953319354368 …",,,#KickNanaOuthttps,1281098682654502912,https://twitter.com/OfficialNDCGh/status/1281098682654502912
2020-07-08 14:52:22,OfficialNDCGh,,3,4,51,"@JDMahama: We pray for our colleagues on the other side of the political divide who have contracted #COVID19. Our understanding is that the president is self isolating. May nothing untoward happen to them. Please let us practice the protocol for reducing the spreading of COVID19",,@JDMahama,#COVID19,1280877391313883139,https://twitter.com/OfficialNDCGh/status/1280877391313883139
2020-07-08 14:45:22,OfficialNDCGh,,0,2,28,"@JDMahama: The effort to intimidate Ghanaians with military deployments has energised Ghanaians to rather turn out in their numbers to send a clear signal to the government that the people will not be intimidated",,@JDMahama,,1280875629462814727,https://twitter.com/OfficialNDCGh/status/1280875629462814727
2020-07-08 14:39:34,OfficialNDCGh,,20,40,363,"@JDMahama: We have shown that we are willing to let women take their place and be part of decision-making at the highest level. For those who have said the time is not right, the question is when will it be right to let women take the highest office of the land? The time is now!",,@JDMahama,,1280874171703136259,https://twitter.com/OfficialNDCGh/status/1280874171703136259
2020-07-08 14:36:55,OfficialNDCGh,,1,6,46,"@JDMahama: I want to thank our party executives for their massive support in getting Prof. @NJOAgyemang confirmed as my running mate for election 2020. Naana Jane is a distinguished scholar and she is respected internationally.",,@JDMahama @NJOAgyemang,,1280873503277883399,https://twitter.com/OfficialNDCGh/status/1280873503277883399
2020-07-08 14:30:47,OfficialNDCGh,,4,12,90,"Chairman Ofosu-Ampofo: We wish to appeal to all those who want to support our IT infrastructure to donate laptops to support our forward march to winning the 2020 elections. We want to empower our constituencies with these laptops",,,,1280871962613624835,https://twitter.com/OfficialNDCGh/status/1280871962613624835
2020-07-08 14:28:34,OfficialNDCGh,,3,7,57,"National Chairman Samuel Ofori-Ampofo: In quick succession, we have announced our campaign team, our running mate @NJOAgyemang and we are providing “one constituency one laptop” today for every constituency office.",,@NJOAgyemang,,1280871401038233602,https://twitter.com/OfficialNDCGh/status/1280871401038233602
2020-07-08 14:24:50,OfficialNDCGh,,0,9,51,"Chairman Samuel Ofori-Ampoto: We are happy about the @JDMahama and @NJOAgyemang pair. And we believe that it will deliver Ghanaians from the current state of despair. We will bring Ghana back on track.",,@JDMahama @NJOAgyemang,,1280870464651485186,https://twitter.com/OfficialNDCGh/status/1280870464651485186
2020-07-08 14:23:27,OfficialNDCGh,,0,4,25,"Minority Leader Haruna Iddrisu, MP: With the nomination of a solid running mate in the person of Prof. @NJOAgyemang to partner @JDMahama, we are ready for election 2020. Our campaign will be focused on ISSUES.",,@NJOAgyemang @JDMahama,,1280870113940561920,https://twitter.com/OfficialNDCGh/status/1280870113940561920
2020-07-08 14:20:20,OfficialNDCGh,,6,32,318,"#HappeningNow Inauguration of @OfficialNDCGh Campaign Team for election 2020 at party HQ in Accra",,@OfficialNDCGh,#HappeningNow,1280869331862257669,https://twitter.com/OfficialNDCGh/status/1280869331862257669
2020-07-08 13:41:30,OfficialNDCGh,,0,44,182,"FIDA-Ghana Congratulates Prof. @NJOAgyemang #ImWithHerpic.twitter.com/BqM9cWK3h3",,@NJOAgyemang,#ImWithHerpic,1280859556319543297,https://twitter.com/OfficialNDCGh/status/1280859556319543297
2020-07-08 13:31:31,OfficialNDCGh,sulemana,5,7,98,"Who would have thought that an Akufo-Addo government would chase the Auditor General Mr Daniel Yaw Domelevo out of office under the pretext of “accumulated leave”? #BringBackDomelevohttps://twitter.com/sulemana/status/1280793081240006662 …",,,#BringBackDomelevohttps,1280857045663731715,https://twitter.com/OfficialNDCGh/status/1280857045663731715
2020-07-08 09:14:20,OfficialNDCGh,bougiefeminist,0,4,15,"We are tolerant of dissenting views and believe in free expression. That is the way to building a robust democracy.",,,,1280792323107033088,https://twitter.com/OfficialNDCGh/status/1280792323107033088
2020-07-08 07:09:39,OfficialNDCGh,,39,91,764,"We are giving women not just a voice and a vote but also a seat at the decision-making table. We believe in the abilities, capacity and judgement of women . @NJOAgyemang #ImWithHerpic.twitter.com/IU9QE3UFJX",,@NJOAgyemang,#ImWithHerpic,1280760946412134400,https://twitter.com/OfficialNDCGh/status/1280760946412134400
2020-07-08 06:57:11,OfficialNDCGh,,4,58,266,"Official Social Media Handles for Professor Naana Jane Opoku-Agyemang Facebook: @NJOAgyemang Twitter: @NJOAgyemang Instagram: @NJOAgyemang #ImWithHer",,@NJOAgyemang @NJOAgyemang @NJOAgyemang,#ImWithHer,1280757806707232768,https://twitter.com/OfficialNDCGh/status/1280757806707232768
2020-07-08 04:40:30,OfficialNDCGh,,4,22,176,"Presserpic.twitter.com/qAK2MM7cjd",,,,1280723409140355072,https://twitter.com/OfficialNDCGh/status/1280723409140355072
2020-07-07 22:16:32,OfficialNDCGh,AdamuRamadan,17,9,129,"A Member of Parliament should not hold such backward views on women and a political party in this century should not be stuck with 16the century views.https://twitter.com/AdamuRamadan/status/1280439585529565184 …",,,,1280626780873916418,https://twitter.com/OfficialNDCGh/status/1280626780873916418
2020-07-07 18:36:38,OfficialNDCGh,,63,84,645,"A political party in this 21st century must be open to promoting women and gender equality.pic.twitter.com/PuGPZRcbYB",,,,1280571443005325313,https://twitter.com/OfficialNDCGh/status/1280571443005325313
